ID,Country,Arrival,Departure,Type,Stay,Lon.50.,Lat.50.
BA774,FIN,02/08/2016,05/08/2016,2,3,48.3,50.0
BA774,FIN,06/08/2016,06/08/2016,2,0,50.2,50.9
BA774,FIN,06/08/2016,06/08/2016,2,0,55.1,52.9
BA774,FIN,06/08/2016,06/08/2016,2,0,56.9,52.9
BA774,FIN,07/08/2016,09/08/2016,2,2,61.0,50.0
BA774,FIN,10/08/2016,16/08/2016,2,6,65.2,46.5
BA774,FIN,17/08/2016,20/08/2016,2,4,67.2,41.4
BA774,FIN,21/08/2016,21/08/2016,2,0,70.6,37.9
BA774,FIN,21/08/2016,14/12/2016,3,115,74.9,27.6
T986,FIN,13/07/2015,10/08/2015,1,NA,25.4,65.0
T986,FIN,11/08/2015,11/08/2015,2,0,23.5,61.4
T986,FIN,11/08/2015,11/08/2015,2,0,28.3,57.0
T986,FIN,12/08/2015,12/08/2015,2,0,28.4,56.4
T986,FIN,12/08/2015,12/08/2015,2,0,29.0,57.1
T986,FIN,13/08/2015,13/08/2015,2,0,29.7,56.7
T986,FIN,13/08/2015,13/08/2015,2,0,31.5,55.0
T986,FIN,14/08/2015,14/08/2015,2,0,30.9,55.0
T986,FIN,14/08/2015,14/08/2015,2,0,34.5,58.0
T986,FIN,15/08/2015,15/08/2015,2,0,36.3,57.7
T986,FIN,15/08/2015,15/08/2015,2,0,41.9,52.8
T986,FIN,16/08/2015,16/08/2015,2,0,40.7,52.5
T986,FIN,16/08/2015,16/08/2015,2,0,42.8,53.2
T986,FIN,17/08/2015,17/08/2015,2,0,44.6,53.0
T986,FIN,17/08/2015,17/08/2015,2,0,45.1,49.9
T986,FIN,18/08/2015,18/08/2015,2,0,43.7,49.5
T986,FIN,18/08/2015,22/08/2015,2,4,45.9,49.8
T986,FIN,23/08/2015,23/08/2015,2,0,50.2,51.3
T986,FIN,23/08/2015,25/08/2015,2,2,53.9,51.1
T986,FIN,26/08/2015,29/08/2015,2,3,59.5,53.0
T986,FIN,29/08/2015,29/08/2015,2,0,69.3,48.7
T986,FIN,29/08/2015,29/08/2015,2,0,71.9,46.6
T986,FIN,30/08/2015,24/09/2015,2,24,72.4,39.0
T986,FIN,24/09/2015,12/04/2016,3,201,74.6,25.7
17QH,FIN,25/07/2015,29/07/2015,1,NA,25.4,60.0
17QH,FIN,30/07/2015,30/07/2015,2,0,27.0,58.4
17QH,FIN,30/07/2015,30/07/2015,2,0,41.1,54.2
17QH,FIN,31/07/2015,31/07/2015,2,0,41.3,54.5
17QH,FIN,31/07/2015,04/08/2015,2,4,41.0,53.9
17QH,FIN,05/08/2015,05/08/2015,2,0,42.3,53.7
17QH,FIN,05/08/2015,07/08/2015,2,2,50.6,51.7
17QH,FIN,07/08/2015,07/08/2015,2,0,52.5,52.1
17QH,FIN,08/08/2015,08/08/2015,2,0,56.2,50.5
17QH,FIN,09/08/2015,09/08/2015,2,0,57.0,50.1
17QH,FIN,09/08/2015,12/08/2015,2,3,62.2,48.9
17QH,FIN,13/08/2015,16/08/2015,2,4,65.1,48.0
17QH,FIN,16/08/2015,20/08/2015,2,4,75.4,49.6
17QH,FIN,20/08/2015,20/08/2015,2,0,78.0,50.7
17QH,FIN,21/08/2015,13/09/2015,2,23,77.8,43.6
17QH,FIN,14/09/2015,12/01/2016,3,120,77.4,31.6
17RD,FIN,25/07/2015,30/07/2015,1,NA,22.3,60.4
17RD,FIN,31/07/2015,31/07/2015,2,0,27.2,58.0
17RD,FIN,31/07/2015,02/08/2015,2,1,41.8,53.6
17RD,FIN,02/08/2015,02/08/2015,2,0,47.6,52.4
17RD,FIN,03/08/2015,03/08/2015,2,0,48.4,52.3
17RD,FIN,03/08/2015,03/08/2015,2,0,51.9,51.3
17RD,FIN,04/08/2015,04/08/2015,2,0,52.8,50.9
17RD,FIN,04/08/2015,06/08/2015,2,2,57.0,49.6
17RD,FIN,07/08/2015,10/08/2015,2,4,61.0,49.7
17RD,FIN,11/08/2015,11/08/2015,2,0,66.1,49.2
17RD,FIN,11/08/2015,19/08/2015,2,8,79.1,42.0
17RD,FIN,20/08/2015,20/08/2015,2,0,75.5,37.1
17RD,FIN,21/08/2015,22/08/2015,2,2,75.1,34.3
17RD,FIN,23/08/2015,23/08/2015,2,0,73.6,33.2
17RD,FIN,23/08/2015,20/09/2015,3,27,74.6,32.2
17RD,FIN,20/09/2015,20/12/2015,3,91,77.3,31.3
17RH,FIN,25/07/2015,28/07/2015,1,NA,22.3,60.4
17RH,FIN,28/07/2015,30/07/2015,2,1,42.5,53.6
17RH,FIN,30/07/2015,30/07/2015,2,0,44.8,50.0
17RH,FIN,31/07/2015,31/07/2015,2,0,43.3,49.7
17RH,FIN,31/07/2015,31/07/2015,2,0,48.3,53.3
17RH,FIN,01/08/2015,02/08/2015,2,2,49.3,54.0
17RH,FIN,03/08/2015,03/08/2015,2,0,57.1,54.9
17RH,FIN,03/08/2015,03/08/2015,2,0,58.6,54.7
17RH,FIN,04/08/2015,11/08/2015,2,7,63.1,50.2
17RH,FIN,12/08/2015,12/08/2015,2,0,68.8,47.2
17RH,FIN,12/08/2015,12/08/2015,2,0,70.5,45.9
17RH,FIN,13/08/2015,26/08/2015,2,12,74.1,39.9
17RH,FIN,26/08/2015,02/09/2015,2,7,71.4,35.6
17RH,FIN,03/09/2015,09/09/2015,2,7,74.3,31.3
17RH,FIN,10/09/2015,18/01/2016,3,130,77.0,26.9
